Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;batstandby1;battalktime1;displayother;featuresother;batmusicplayback1;bodyother;displayprotection;gprstext;edge;sar-eu;sar-us;optionalother
https://www.gsmarena.com/philips_x603-3098.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x603.jpg;Philips X603;Released 2010, March;140g, 15.5mm thickness;Feature phone;50MB storage, microSDHC slot;8;N/A;93,852 hits;"2.4""";240x320 pixels; ;;1530 mAh Li-Po;GSM 900 / 1800 / 1900;;;;2010, January. Released 2010, March;Discontinued;112 x 50.5 x 15.5 mm (4.41 x 1.99 x 0.61 in);140 g (4.94 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~31.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);50MB;;5 MP, AF;LED flash;480p@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB 2.0;;Removable Li-Po 1530 mAh battery;Black;;;Up to 1200 h;Up to 12 h;;MP3/WAV/AAC+/WMA playerMP4/H.264 playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_d908-3070.php;https://fdn2.gsmarena.com/vv/bigpic/philips-d908-new.jpg;Philips D908;Released 2010, March;129g, 14.9mm thickness;Microsoft Windows Mobile 6.5 Professional;128MB RAM storage, microSDHC slot;10;N/A;132,687 hits;"3.2""";480x800 pixels;128 MB RAM;;1380 mAh Li-Ion;GSM 900 / 1800;CDMA2000 1xEV-DO;;EV-DO Rev.0, 153.2 Kbps;2009, December. Released 2010, March;Discontinued;111 x 56.2 x 14.9 mm (4.37 x 2.21 x 0.59 in);129 g (4.55 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);3.2 inches, 29.1 cm(~46.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~292 ppi density);Microsoft Windows Mobile 6.5 Professional;;;;microSDHC (dedicated slot), 4 GB included;128MB RAM, 256MB ROM;;5 MP, AF;LED flash;480p@30fps;Yes;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;No;2.0;Accelerometer;Removable Li-Ion 1380 mAh battery;Titanium Gray;;;Up to 180 h;Up to 4 h 30 min;Handwriting recognition;MP3/WAV/WMA/AAC+ playerMP4/WMV/H.263 playerOrganizerPocket OfficeVoice memoPredictive text input;;;;;;;;
https://www.gsmarena.com/philips_xenium_x806-2985.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x806.jpg;Philips Xenium X806;Released 2010, November;136.5g, 14mm thickness;Feature phone;47MB storage, microSDHC slot;8;N/A;190,950 hits;"3.0""";240x400 pixels; ;;1530 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2009, November. Released 2010, November;Discontinued;103.5 x 53 x 14 mm (4.07 x 2.09 x 0.55 in);136.5 g (4.80 oz);;Dual SIM (Mini-SIM);TFT, 256K colors;3.0 inches, 25.6 cm(~46.7% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~155 ppi density);;;;;microSDHC (dedicated slot);47MB;;5 MP, AF;LED flash;480p@15fps;No;;No;2.0, A2DP;No;;FM radio;miniUSB 2.0;;Removable Li-Ion 1530 mAh battery;Black;;;Up to 720 h;Up to 8 h;Handwriting recognition;MP3/WAV/WMA playerMP4/H.264 playerOrganizerVoice memoPredictive text input;Up to 70 h;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_x312-3259.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x312.jpg;Philips X312;Released 2010, April;101g, 14.2mm thickness;Feature phone;5MB storage, microSD slot;8;N/A;70,849 hits;"2.2""";240x320 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2010, April. Released 2010, April;Discontinued;111 x 46.6 x 14.2 mm (4.37 x 1.83 x 0.56 in);101 g (3.56 oz);;Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~29.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSD (dedicated slot);5MB;;2 MP;;176x144@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB 1.1;;Removable Li-Ion 1050 mAh battery;Grey;;;Up to 744 h;Up to 8 h 30 min;;MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input;;;;Class 12;No;;;
https://www.gsmarena.com/philips_x320-3038.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x320.jpg;Philips X320;Released 2009, December;;Feature phone;5MB storage, microSD slot;8;N/A;72,385 hits;"2.2""";240x320 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, November. Released 2009, December;Discontinued;-;-;;Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm;240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSD (dedicated slot);5MB;;2 MP;;QCIF@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS, built-in antenna, recording;miniUSB 1.1;;Removable Li-Ion 1050 mAh battery;Grey;;;Up to 720 h;Up to 8 h 30 min;;MP3/WAV/AAC player3gp playerVoice memoOrganizerPredictive text input;;;;Class 12;Class 10;;;
https://www.gsmarena.com/philips_x650-3037.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x650.jpg;Philips X650;Released 2009, December;133.9, 16.8mm thickness;Feature phone;79MB storage, microSDHC slot;8;N/A;69,218 hits;"2.4""";240x320 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, November. Released 2009, December;Discontinued;104.4 x 52 x 16.8 mm (4.11 x 2.05 x 0.66 in);133.9 (4.69 oz);;Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~32.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);79MB;;3.15 MP, AF;;CIF@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB 1.1;;Removable Li-Ion 1050 mAh battery;Black;;;Up to 850 h;Up to 8 h;Screensavers and wallpapers;MP3/WAV/AAC playerMP4/3gp playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_xenium_x501-2984.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x501-new.jpg;Philips Xenium X501;Released 2010, January;129g, 15.3mm thickness;Feature phone;60MB storage, microSDHC slot;8;N/A;129,348 hits;"2.2""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, September. Released 2010, January;Discontinued;110 x 47.2 x 15.3 mm (4.33 x 1.86 x 0.60 in);129 g (4.55 oz);;Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~28.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);60MB;;2 MP;;CIF@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB 2.0;;Removable Li-Ion 1800 mAh battery;Black;;About 140 EUR;Up to 1440 h;Up to 16 h;;MP3/AAC/WMA/WAV playerMP4/H.264 playerOrganizerChinese/English dictionaryVoice memoPredictive text input;Up to 40 h;;;Class 12;Class 12;0.32 W/kg (head);;
https://www.gsmarena.com/philips_xenium_k700-2983.php;https://fdn2.gsmarena.com/vv/bigpic/philips-k700.jpg;Philips Xenium K700;Released 2010, February;97g, 13.2mm thickness;Feature phone;48MB storage, microSDHC slot;11;N/A;94,142 hits;"2.8""";240x400 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, November. Released 2010, February;Discontinued;101 x 52 x 13.2 mm (3.98 x 2.05 x 0.52 in);97 g (3.42 oz);;Mini-SIM;TFT, 256K colors;2.8 inches, 22.3 cm(~42.5% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);48MB;;3.15 MP, AF;;QCIF@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB 2.0;;Removable Li-Ion 1000 mAh battery;Natural White, White Antarctic;;About 210 EUR;Up to 720 h;Up to 8 h 30 min;;MP3/WAV/AAC+/WMA playerMP4/H.263/AVI/FLV/DivX playerOrganizerDocument viewerVoice memoPredictive text input;Up to 25 h;;;Class 12;Class 12;;;
https://www.gsmarena.com/philips_v808-2904.php;https://fdn2.gsmarena.com/vv/bigpic/philips-v808-new.jpg;Philips V808;Released 2009, Q4;120g, 14mm thickness;Android-based OPhone 1.0;30MB storage, miniSD up to 8 GB slot;8;N/A;135,876 hits;"3.2""";320x480 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2009, October. Released 2009, Q4;Discontinued;115 x 61 x 14 mm (4.53 x 2.40 x 0.55 in);120 g (4.23 oz);;Mini-SIM;TFT, 256K colors;3.2 inches, 30.5 cm(~43.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android-based OPhone 1.0;;;;miniSD up to 8 GB;30MB;;3.15 MP, AF;;Yes;No;;No;2.0, A2DP;GPS;;No;miniUSB 2.0;Accelerometer;Removable Li-Ion 1000 mAh battery;Black;;;Up to 200 h;Up to 5 h;;MP3/WAV/WMA playerMP4/H.264 playerOrganizerVoice memoPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_x550-2938.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x550.jpg;Philips X550;Released 2009, Q4;90g, 11.7mm thickness;Feature phone;microSD slot;8;N/A;75,660 hits;;240x320 pixels; ;;;GSM 900 / 1800 / 1900;;;;2009, September. Released 2009, Q4;Discontinued;112 x 45 x 11.7 mm (4.41 x 1.77 x 0.46 in);90 g (3.17 oz);;Mini-SIM;TFT, 256K colors;;240 x 320 pixels, 4:3 ratio;;;;;microSD (dedicated slot);;;3.15 MP, AF;;CIF@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB 1.1;;Removable Li-Po battery;Black;;;Up to 720 h;Up to 8 h;Screensavers and wallpapers;MP3/WAV/AAC playerMP4/3gp playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_e102-2913.php;https://fdn2.gsmarena.com/vv/bigpic/philips-e102.jpg;Philips E102;Released 2010, February;68.8g, 12.7mm thickness;Feature phone;No card slot;8;N/A;68,027 hits;"1.4""";128x128 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2009, August. Released 2010, February;Discontinued;108 x 47 x 12.7 mm (4.25 x 1.85 x 0.5 in);68.8 g (2.40 oz);;Mini-SIM;CSTN, 65K colors;1.4 inches, 6.3 cm(~12.5% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~129 ppi density);;;;;No;;;No;;;;;No;No;No;;FM radio;Proprietary;;Removable Li-Ion 650 mAh battery;Black;;;Up to 300 h;Up to 3 h;;OrganizerVoice memoPredictive text input;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_x830-2892.php;https://fdn2.gsmarena.com/vv/bigpic/philips-xenium-x830.jpg;Philips Xenium X830;Released 2009;120g, 15.5mm thickness;Feature phone;47MB storage, miniSD up to 8 GB slot;10;N/A;134,693 hits;"3.0""";240x400 pixels (Wide QVGA); ;;1530 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, July. Released 2009;Discontinued;105 x 53 x 15.5 mm (4.13 x 2.09 x 0.61 in);120 g (4.23 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;3.0 inches, 25.6 cm(~46.0% screen-to-body ratio);240 x 400 pixels (Wide QVGA), 5:3 ratio (~155 ppi density);;;;;miniSD up to 8 GB;47MB;;5 MP, AF;LED flash;480p@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB 2.0;Accelerometer;Removable Li-Ion 1530 mAh battery;Black;;About 250 EUR;Up to 1080 h;Up to 10 h;Handwriting recognition;MP3/MP4/WAV/AAC playerDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerVoice memoPredictive text input;Up to 70 h;;;Class 12;Class 10;;;
https://www.gsmarena.com/philips_c700-2942.php;https://fdn2.gsmarena.com/vv/bigpic/philips-c700-new.jpg;Philips C700;Released 2009, Q4;118g, 16.9mm thickness;Feature phone;2.5MB storage, microSDHC slot;9;N/A;79,740 hits;"2.8""";240x320 pixels; ;;1030 mAh Li-Ion;GSM 900 / 1800 / 1900;CDMA2000 1x;;Yes, 384 kbps;2009, September. Released 2009, Q4;Discontinued;115 x 54.2 x 16.9 mm (4.53 x 2.13 x 0.67 in);118 g (4.16 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~39.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot), 2 GB included;2.5MB;;2 MP;;176x144@15fps;No;;No;1.2;No;;No;miniUSB 2.0;;Removable Li-Ion 1030 mAh battery;Black;;;Up to 100 h;Up to 4 h;Handwriting recognition;MP3/WAV playerMP4/H.263 playerOrganizerVoice memoPredictive text input;;;;;;;;
https://www.gsmarena.com/philips_tm700-2864.php;https://fdn2.gsmarena.com/vv/bigpic/philips-tm700.jpg;Philips TM700;Released 2009, Q3;111.9g, 16.5mm thickness;Feature phone;6MB storage, microSD slot;10;N/A;89,671 hits;"2.2""";240x320 pixels; ;;970 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;;Yes, 384 kbps;2009, July. Released 2009, Q3;Discontinued;112.4 x 51.8 x 16.5 mm (4.43 x 2.04 x 0.65 in);111.9 g (3.92 oz);;Mini-SIM;TFT, 65K colors;2.2 inches, 15.0 cm(~25.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSD (dedicated slot);6MB;;2 MP;;QCIF@15fps;Yes;;No;Yes;No;;No;miniUSB 1.1;;Removable Li-Ion 970 mAh battery;Black;;;Up to 280 h;Up to 6 h;Handwriting recognition;MP3/MP4 playerOrganizerVoice memoPredictive text input;;;;;;;;
https://www.gsmarena.com/philips_x630-2865.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x630.jpg;Philips X630;Released 2009;118.3g, 15.1mm thickness;Feature phone;80MB storage, microSDHC slot;9;N/A;89,872 hits;"2.4""";240x320 pixels; ;;1530 mAh Li-Po;GSM 900 / 1800 / 1900;;;;2009, July. Released 2009;Discontinued;111 x 48.9 x 15.1 mm (4.37 x 1.93 x 0.59 in);118.3 g (4.16 oz);;Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~32.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);80MB;;3.15 MP;;CIF@15fps;No;;No;2.0, A2DP;No;;FM radio;miniUSB 1.1;;Removable Li-Po 1530 mAh battery;Black;;;Up to 1250 h;Up to 12 h;Screensavers and wallpapers;MP3/WAV/AAC playerMP4 playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_c600-2841.php;https://fdn2.gsmarena.com/vv/bigpic/philips-c600.jpg;Philips C600;Released 2009, Q3;118g, 16.6mm thickness;Feature phone;2.5MB storage, microSD slot;9;N/A;96,026 hits;"2.4""";240x320 pixels; ;;1350 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, June. Released 2009, Q3;Discontinued;115 x 54.2 x 16.6 mm (4.53 x 2.13 x 0.65 in);118 g (4.16 oz);;Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~28.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSD (dedicated slot);2.5MB;;1.3 MP;;QCIF@15fps;No;;No;1.2;No;;No;miniUSB 1.1;;Removable Li-Ion 1350 mAh battery;Black;;;Up to 100 h;Up to 4 h;;MP3/MP4 playerOrganizerVoice memoPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_w186-2840.php;https://fdn2.gsmarena.com/vv/bigpic/philips-w186.jpg;Philips W186;Released 2009, Q3;108.5g, 14mm thickness;Feature phone;150MB storage, microSDHC slot;8;N/A;66,959 hits;"2.0""";176x220 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 850 / 2100;;HSPA 3.6/0.384 Mbps;2009, June. Released 2009, Q3;Discontinued;110 x 45.5 x 14 mm (4.33 x 1.79 x 0.55 in);108.5 g (3.81 oz);;Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~25.2% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);150MB;;2 MP;;320p@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio;miniUSB 2.0;;Removable Li-Ion 1050 mAh battery;Black;;;Up to 520 h;Up to 6 h 30 min;;MP3/MP4/WAV/MP3/AAC playerOrganizerVoice memoPredictive text input;;;;;;;;
https://www.gsmarena.com/philips_x810-2828.php;https://fdn2.gsmarena.com/vv/bigpic/philips-xenium-x810.jpg;Philips X810;Released 2009;136g, 13.5mm thickness;Feature phone;64MB 512MB RAM 1GB ROM storage, microSDHC slot;9;N/A;88,589 hits;"2.8""";240x400 pixels (Wide QVGA);512 MB RAM;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, March. Released 2009;Discontinued;103.5 x 42.1 x 13.5 mm (4.07 x 1.66 x 0.53 in);136 g (4.80 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.8 inches, 22.3 cm(~51.2% screen-to-body ratio);240 x 400 pixels (Wide QVGA), 5:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);64MB 512MB RAM 1GB ROM;;3.15 MP, AF;LED flash;CIF@15fps;Yes;;No;2.0, A2DP;No;;No;miniUSB 1.1;Accelerometer;Removable Li-Ion 1050 mAh battery;Black;;About 210 EUR;Up to 720 h;Up to 8 h 30 min;Handwriting recognition;MP3/MP4/WAV/MP3/AAC playerDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerVoice memo;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_xenium_x520-2776.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x520.jpg;Philips Xenium X520;Released 2009, April;16.6mm thickness;Feature phone;microSD slot;12;N/A;110,185 hits;;176x220 pixels; ;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, April;Discontinued;111 x 45 x 16.6 mm (4.37 x 1.77 x 0.65 in);;;Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;;;microSD (dedicated slot);;;2 MP;;SQCIF@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB;;Removable Li-Ion 1050 mAh battery;Silver, Black, Red;;About 160 EUR;Up to 740 h;Up to 8 h;;Extra standby/talk time with any AAA batteryMP3/WAV/AAC/MP4 playerCalendarLunar calendarCountdown timerInternational converterEuro converterOrganizerVoice memo;;;;Class 10;Class 10;1.04 W/kg (head);1.01 W/kg (head);
https://www.gsmarena.com/philips_xenium_x600-2775.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x600.jpg;Philips Xenium X600;Released 2009, April;110g, 16.5mm thickness;Feature phone;10MB storage, microSD slot;8;N/A;83,278 hits;"2.2""";176x220 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, April;Discontinued;96.8 x 52 x 16.5 mm (3.81 x 2.05 x 0.65 in);110 g (3.88 oz);;Mini-SIM;TFT, 256K colors;2.2 inches, 15.2 cm(~30.3% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSD (dedicated slot);10MB;;2 MP;;QCIF@15fps;No;;No;2.0, A2DP;No;;FM radio, RDS;miniUSB;;Removable Li-Ion 1100 mAh battery;Phantom Black;;About 180 EUR;Up to 720 h;Up to 8 h 30 min;External monochrome display (64 x 64 pixels)Screensavers and wallpapers;MP3/WAV/AAC/MP4 playerOrganizerVoice memoConversation recordingEuro converterInternational converterStopwatchCountdown timerFemale calendarPredictive text input;;;;Class 10;Class 10;0.28 W/kg (head);0.39 W/kg (head);
https://www.gsmarena.com/philips_e210-2777.php;https://fdn2.gsmarena.com/vv/bigpic/philips-e210.jpg;Philips E210;Released 2009, February;71g, 13.9mm thickness;Feature phone;2MB storage, microSD slot;9;N/A;58,103 hits;"1.8""";128x160 pixels; ;;820 mAh Li-Po;GSM 900 / 1800;;;;2009, February;Discontinued;104.7 x 44 x 13.9 mm (4.12 x 1.73 x 0.55 in);71 g (2.50 oz);;Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~22.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);2MB;;VGA;;SQCIF@15fps;No;;No;2.0, A2DP;No;;FM radio;miniUSB;;Removable Li-Po 820 mAh battery;Black, Gray;;;Up to 500 h;Up to 5 h;Screensavers and wallpapers;MP3/WAV/AAC playerOrganizerVoice memoPredictive text input;;;;Class 10;No;0.99 W/kg (head);;
https://www.gsmarena.com/philips_xenium_x700-2772.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x700.jpg;Philips Xenium X700;Released 2009;89.4, 15mm thickness;Feature phone;47MB storage, microSDHC slot;9;N/A;82,350 hits;"2.4""";240x320 pixels; ;;980 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, April. Released 2009;Discontinued;103 x 54 x 15 mm (4.06 x 2.13 x 0.59 in);89.4 (3.14 oz);;Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~32.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);47MB;;3.15 MP, AF;;CIF@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB;;Removable Li-Ion 980 mAh battery;Phantom Black, Red;;;Up to 720 h;Up to 7 h 30 min;External 2-inch 256K TFT display (176 x 220 pixels)4-way navigation keyScreensavers and wallpapers;MP3/WAV/AAC/MP4 playerOrganizerVoice memo;;;;Class 10;Class 10;0.22 W/kg (head);0.83 W/kg (head);
https://www.gsmarena.com/philips_xenium_x530-2746.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x530.jpg;Philips Xenium X530;Released 2009;95g, 18.7mm thickness;Feature phone;32MB storage, microSD slot;9;N/A;83,032 hits;"2.2""";240x320 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2009, March. Released 2009;Discontinued;99.1 x 47.1 x 18.7 mm (3.90 x 1.85 x 0.74 in);95 g (3.35 oz);;Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~32.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSD (dedicated slot);32MB;;2 MP;;320p@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;miniUSB;;Removable Li-Ion 950 mAh battery;Phantom Black, Red;;About 160 EUR;Up to 850 h;Up to 8 h;External 1-inch monochrome OLED display;MP3/WAV/AAC/MP4 playerOrganizerVoice memoPredictive text input;;;;Class 10;Class 10;;;
https://www.gsmarena.com/philips_x710-2653.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x710.jpg;Philips X710;Released 2009;114g, 16mm thickness;Feature phone;20MB storage, microSDHC slot;10;N/A;138,215 hits;"2.4""";240x320 pixels; ;;1900 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1;;;;2009, January. Released 2009;Discontinued;113 x 49 x 16 mm (4.45 x 1.93 x 0.63 in);114 g (4.02 oz);;Dual SIM (Mini-SIM);TFT, 256K colors;2.4 inches, 17.8 cm(~32.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);20MB;;3.15 MP, AF;;Yes;No;;No;2.0, A2DP;No;;FM radio;miniUSB 1.1;;Removable Li-Po 1900 mAh battery;Black;;About 180 EUR;Up to 720 h;Up to 8 h 30 min;;Photo editorMP3/WAV/AAC playerMP4/3gp playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;0.78 W/kg (head);1.09 W/kg (head);
https://www.gsmarena.com/philips_x620-2649.php;https://fdn2.gsmarena.com/vv/bigpic/philips-x620.jpg;Philips X620;Released 2009;120g, 15mm thickness;Feature phone;80MB storage, microSDHC slot;10;N/A;102,074 hits;"2.4""";240x320 pixels; ;;1530 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2009, January. Released 2009;Discontinued;110 x 50 x 15 mm (4.33 x 1.97 x 0.59 in);120 g (4.23 oz);;Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~32.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);80MB;;3.15 MP;;CIF@15fps;No;;No;2.0, A2DP;No;;FM radio;miniUSB 1.1;;Removable Li-Ion 1530 mAh battery;Black;;About 190 EUR;Up to 1200 h;Up to 12 h;Screensavers and wallpapers;MP3/WAV/AAC playerVoice memoOrganizerPredictive text input;;;;Class 10;Class 10;0.40 W/kg (head);1.09 W/kg (head);
https://www.gsmarena.com/philips_193-2549.php;https://fdn2.gsmarena.com/vv/bigpic/philips-193.jpg;Philips 193;Released 2008;53g, 12.8mm thickness;Feature phone;No card slot;7;N/A;61,685 hits;"1.47""";128x128 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2008, October. Released 2008;Discontinued;104.5 x 45.5 x 12.8 mm (4.11 x 1.79 x 0.50 in);53 g (1.87 oz);;Mini-SIM;CSTN, 65K colors;1.47 inches, 7.0 cm(~14.7% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~123 ppi density);;;;;No;;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 650 mAh battery;Black;;About 50 EUR;Up to 240 h;Up to 3 h;4-way navigation key;Multi-person SMSOrganizerPredictive text input;;;;Class 10;No;0.60 W/kg (head);0.87 W/kg (head);
https://www.gsmarena.com/philips_e100-2544.php;https://fdn2.gsmarena.com/vv/bigpic/philips-e100.jpg;Philips E100;Released 2009, June;75g, 13.7mm thickness;Feature phone;2MB storage, microSD slot;7;N/A;66,281 hits;"1.8""";128x160 pixels; ;;;GSM 900 / 1800;;;;2008, October. Released 2009, June;Discontinued;104 x 44 x 13.7 mm (4.09 x 1.73 x 0.54 in);75 g (2.65 oz);;Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~22.3% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);2MB;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion battery;Black;;About 60 EUR;;;Screensavers and wallpapers;MP3/WAV/AAC playerVoice memoOrganizerPredictive text input;;;;Class 12;No;0.66 W/kg (head);;
